Match ID,Date,Venue,Team1,Team2,Toss winner,Toss decision,Stage,First innings score,First innings wicket,Second innings score,Second innings wicket,Match winner,Won by,Margin,Player of the match,year
698,19-05-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Group,172.0,9.0,173.0,5.0,Kolkata Knight Riders,Wickets,5.0,Chris Lynn,2018
699,20-05-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Bat,Group,174.0,4.0,163.0,10.0,Delhi Daredevils,Runs,11.0,Amit Mishra,2018
700,20-05-2018,"Maharashtra Cricket Association Stadium, Pune",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Field,Group,153.0,10.0,159.0,5.0,Chennai Super Kings,Wickets,5.0,Lungi Ngidi,2018
701,22-05-2018,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Playoff,139.0,7.0,140.0,8.0,Chennai Super Kings,Wickets,2.0,Faf du Plessis,2018
702,23-05-2018,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Playoff,169.0,7.0,144.0,4.0,Kolkata Knight Riders,Runs,25.0,Andre Russell,2018
703,25-05-2018,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Playoff,174.0,7.0,160.0,9.0,Sunrisers Hyderabad,Runs,14.0,Rashid Khan,2018
704,27-05-2018,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Final,178.0,6.0,181.0,2.0,Chennai Super Kings,Wickets,8.0,Shane Watson,2018
705,23-03-2019,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,70.0,10.0,71.0,3.0,Chennai Super Kings,Wickets,7.0,Harbhajan Singh,2019
706,24-03-2019,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,181.0,3.0,183.0,4.0,Kolkata Knight Riders,Wickets,6.0,Andre Russell,2019
707,24-03-2019,"Wankhede Stadium, Mumbai",Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Group,213.0,6.0,176.0,10.0,Delhi Capitals,Runs,37.0,Rishabh Pant,2019
708,25-03-2019,"Sawai Mansingh Stadium, Jaipur",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,184.0,4.0,170.0,9.0,Kings XI Punjab,Runs,14.0,Chris Gayle,2019
709,26-03-2019,"Feroz Shah Kotla, Delhi",Delhi Capitals,Chennai Super Kings,Delhi Capitals,Bat,Group,147.0,6.0,150.0,4.0,Chennai Super Kings,Wickets,6.0,Shane Watson,2019
710,27-03-2019,"Eden Gardens, Kolkata",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,218.0,4.0,190.0,4.0,Kolkata Knight Riders,Runs,28.0,Andre Russell,2019
711,28-03-2019,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,187.0,8.0,181.0,5.0,Mumbai Indians,Runs,6.0,Jasprit Bumrah,2019
712,29-03-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Bat,Group,198.0,2.0,201.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Rashid Khan,2019
713,30-03-2019,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,176.0,7.0,177.0,2.0,Kings XI Punjab,Wickets,8.0,Mayank Agarwal,2019
715,31-03-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,231.0,2.0,113.0,10.0,Sunrisers Hyderabad,Runs,118.0,Jonny Bairstow,2019
716,31-03-2019,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,175.0,5.0,167.0,8.0,Chennai Super Kings,Runs,8.0,Mahendra Singh Dhoni,2019
717,01-04-2019,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Capitals,Delhi Capitals,Field,Group,166.0,9.0,152.0,10.0,Kings XI Punjab,Runs,14.0,Sam Curran,2019
718,02-04-2019,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Group,158.0,4.0,164.0,3.0,Rajasthan Royals,Wickets,7.0,Shreyas Gopal,2019
719,03-04-2019,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,170.0,5.0,133.0,8.0,Mumbai Indians,Runs,37.0,Hardik Pandya,2019
720,04-04-2019,"Feroz Shah Kotla, Delhi",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,129.0,8.0,131.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Jonny Bairstow,2019
721,05-04-2019,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,205.0,3.0,206.0,5.0,Kolkata Knight Riders,Wickets,5.0,Andre Russell,2019
722,06-04-2019,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Bat,Group,160.0,3.0,138.0,5.0,Chennai Super Kings,Runs,22.0,Harbhajan Singh,2019
723,06-04-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,136.0,7.0,96.0,10.0,Mumbai Indians,Runs,40.0,Alzarri Joseph,2019
724,07-04-2019,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Field,Group,149.0,8.0,152.0,6.0,Delhi Capitals,Wickets,4.0,Kagiso Rabada,2019
725,07-04-2019,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,139.0,3.0,140.0,2.0,Kolkata Knight Riders,Wickets,8.0,Harry Gurney,2019
726,08-04-2019,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Field,Group,150.0,4.0,151.0,4.0,Kings XI Punjab,Wickets,6.0,K. L. Rahul,2019
727,09-04-2019,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Group,108.0,9.0,111.0,3.0,Chennai Super Kings,Wickets,7.0,Deepak Chahar,2019
728,10-04-2019,"Wankhede Stadium, Mumbai",Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,197.0,4.0,198.0,7.0,Mumbai Indians,Wickets,3.0,Kieron Pollard,2019
729,11-04-2019,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,Group,151.0,7.0,155.0,6.0,Chennai Super Kings,Wickets,4.0,Mahendra Singh Dhoni,2019
730,12-04-2019,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Group,178.0,7.0,180.0,3.0,Delhi Capitals,Wickets,7.0,Shikhar Dhawan,2019
731,13-04-2019,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,187.0,5.0,188.0,6.0,Rajasthan Royals,Wickets,4.0,Jos Buttler,2019
732,13-04-2019,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,173.0,4.0,174.0,2.0,Royal Challengers Bangalore,Wickets,8.0,AB de Villiers,2019
733,14-04-2019,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Group,161.0,8.0,162.0,5.0,Chennai Super Kings,Wickets,5.0,Imran Tahir,2019
734,14-04-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,155.0,7.0,116.0,10.0,Delhi Capitals,Runs,39.0,Keemo Paul,2019
735,15-04-2019,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,171.0,7.0,172.0,5.0,Mumbai Indians,Wickets,5.0,Lasith Malinga,2019
736,16-04-2019,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,182.0,6.0,170.0,7.0,Kings XI Punjab,Runs,12.0,Ravichandran Ashwin,2019
737,17-04-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,Group,132.0,5.0,137.0,4.0,Sunrisers Hyderabad,Wickets,6.0,David Warner,2019
738,18-04-2019,"Feroz Shah Kotla, Delhi",Mumbai Indians,Delhi Capitals,Mumbai Indians,Bat,Group,168.0,5.0,128.0,9.0,Mumbai Indians,Runs,40.0,Hardik Pandya,2019
739,19-04-2019,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,213.0,4.0,203.0,5.0,Royal Challengers Bangalore,Runs,10.0,Virat Kohli,2019
740,20-04-2019,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,161.0,5.0,162.0,5.0,Rajasthan Royals,Wickets,5.0,Steve Smith,2019
741,20-04-2019,"Feroz Shah Kotla, Delhi",Kings XI Punjab,Delhi Capitals,Delhi Capitals,Field,Group,163.0,7.0,166.0,5.0,Delhi Capitals,Wickets,5.0,Shreyas Iyer,2019
742,21-04-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,159.0,8.0,161.0,1.0,Sunrisers Hyderabad,Wickets,9.0,Khaleel Ahmed,2019
743,21-04-2019,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,161.0,7.0,160.0,8.0,Royal Challengers Bangalore,Runs,1.0,Parthiv Patel,2019
744,22-04-2019,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Group,191.0,6.0,193.0,4.0,Delhi Capitals,Wickets,6.0,Rishabh Pant,2019
745,23-04-2019,"M. A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Group,175.0,3.0,176.0,4.0,Chennai Super Kings,Wickets,6.0,Shane Watson,2019
746,24-04-2019,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,202.0,4.0,185.0,7.0,Royal Challengers Bangalore,Runs,17.0,AB de Villiers,2019
747,25-04-2019,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,175.0,6.0,177.0,7.0,Rajasthan Royals,Wickets,3.0,Varun Aaron,2019
748,26-04-2019,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,155.0,4.0,109.0,10.0,Mumbai Indians,Runs,46.0,Rohit Sharma,2019
749,27-04-2019,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field,Group,160.0,8.0,161.0,3.0,Rajasthan Royals,Wickets,7.0,Jaydev Unadkat,2019
750,28-04-2019,"Feroz Shah Kotla, Delhi",Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,Bat,Group,187.0,5.0,171.0,7.0,Delhi Capitals,Runs,16.0,Shikhar Dhawan,2019
751,28-04-2019,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,232.0,2.0,198.0,7.0,Kolkata Knight Riders,Runs,34.0,Andre Russell,2019
752,29-04-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Field,Group,212.0,6.0,167.0,8.0,Sunrisers Hyderabad,Runs,45.0,David Warner,2019
754,01-05-2019,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Group,179.0,4.0,99.0,10.0,Chennai Super Kings,Runs,80.0,Mahendra Singh Dhoni,2019
756,03-05-2019,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,183.0,6.0,185.0,3.0,Kolkata Knight Riders,Wickets,7.0,Shubman Gill,2019
757,04-05-2019,"Feroz Shah Kotla, Delhi",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Bat,Group,115.0,9.0,121.0,5.0,Delhi Capitals,Wickets,5.0,Amit Mishra,2019
758,04-05-2019,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,175.0,7.0,178.0,6.0,Royal Challengers Bangalore,Wickets,4.0,Shimron Hetmyer,2019
759,05-05-2019,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,Field,Group,170.0,5.0,173.0,4.0,Kings XI Punjab,Wickets,6.0,K. L. Rahul,2019
760,05-05-2019,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,133.0,7.0,134.0,1.0,Mumbai Indians,Wickets,9.0,Hardik Pandya,2019
761,07-05-2019,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Playoff,131.0,4.0,132.0,4.0,Mumbai Indians,Wickets,6.0,Suryakumar Yadav,2019
762,08-05-2019,"ACA-VDCA Stadium, Visakhapatnam",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Playoff,162.0,8.0,165.0,8.0,Delhi Capitals,Wickets,2.0,Rishabh Pant,2019
763,10-05-2019,"ACA-VDCA Stadium, Visakhapatnam",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Playoff,147.0,9.0,151.0,4.0,Chennai Super Kings,Wickets,6.0,Faf du Plessis,2019
764,12-05-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Final,149.0,8.0,148.0,7.0,Mumbai Indians,Runs,1.0,Jasprit Bumrah,2019
765,19-09-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,162.0,9.0,166.0,5.0,Chennai Super Kings,Wickets,5.0,Ambati Rayudu,2020
767,21-09-2020,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,163.0,5.0,153.0,10.0,Royal Challengers Bangalore,Runs,10.0,Yuzvendra Chahal,2020
768,22-09-2020,"Sharjah Cricket Stadium, Sharjah",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,Group,216.0,7.0,200.0,6.0,Rajasthan Royals,Runs,16.0,Sanju Samson,2020
769,23-09-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,195.0,5.0,146.0,9.0,Mumbai Indians,Runs,49.0,Rohit Sharma,2020
770,24-09-2020,"Dubai International Cricket Stadium, Dubai",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,206.0,3.0,109.0,10.0,Kings XI Punjab,Runs,97.0,K. L. Rahul,2020
771,25-09-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Group,175.0,3.0,131.0,7.0,Delhi Capitals,Runs,44.0,Prithvi Shaw,2020
772,26-09-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Group,142.0,4.0,145.0,3.0,Kolkata Knight Riders,Wickets,7.0,Shubman Gill,2020
773,27-09-2020,"Sharjah Cricket Stadium, Sharjah",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,223.0,2.0,226.0,6.0,Rajasthan Royals,Wickets,4.0,Sanju Samson,2020
775,29-09-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Group,162.0,4.0,147.0,7.0,Sunrisers Hyderabad,Runs,15.0,Rashid Khan,2020
776,30-09-2020,"Dubai International Cricket Stadium, Dubai",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,174.0,6.0,137.0,9.0,Kolkata Knight Riders,Runs,37.0,Shivam Mavi,2020
777,01-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,191.0,4.0,143.0,8.0,Mumbai Indians,Runs,48.0,Kieron Pollard,2020
778,02-10-2020,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Bat,Group,164.0,5.0,157.0,5.0,Sunrisers Hyderabad,Runs,7.0,Priyam Garg,2020
779,03-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,154.0,6.0,158.0,2.0,Royal Challengers Bangalore,Wickets,8.0,Yuzvendra Chahal,2020
780,03-10-2020,"Sharjah Cricket Stadium, Sharjah",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,228.0,4.0,210.0,8.0,Delhi Capitals,Runs,18.0,Shreyas Iyer,2020
781,04-10-2020,"Sharjah Cricket Stadium, Sharjah",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,208.0,5.0,174.0,7.0,Mumbai Indians,Runs,34.0,Trent Boult,2020
782,04-10-2020,"Dubai International Cricket Stadium, Dubai",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Bat,Group,178.0,4.0,181.0,0.0,Chennai Super Kings,Wickets,10.0,Shane Watson,2020
783,05-10-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,196.0,4.0,137.0,9.0,Delhi Capitals,Runs,59.0,Axar Patel,2020
784,06-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,193.0,4.0,136.0,10.0,Mumbai Indians,Runs,57.0,Suryakumar Yadav,2020
785,07-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,167.0,10.0,157.0,5.0,Kolkata Knight Riders,Runs,10.0,Rahul Tripathi,2020
786,08-10-2020,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,Bat,Group,201.0,6.0,132.0,10.0,Sunrisers Hyderabad,Runs,69.0,Jonny Bairstow,2020
787,09-10-2020,"Sharjah Cricket Stadium, Sharjah",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Group,184.0,8.0,138.0,10.0,Delhi Capitals,Runs,46.0,Ravichandran Ashwin,2020
788,10-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Bat,Group,164.0,6.0,162.0,5.0,Kolkata Knight Riders,Runs,2.0,Dinesh Karthik,2020
789,10-10-2020,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,169.0,4.0,132.0,8.0,Royal Challengers Bangalore,Runs,37.0,Virat Kohli,2020
790,11-10-2020,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bat,Group,158.0,4.0,163.0,5.0,Rajasthan Royals,Wickets,5.0,Rahul Tewatia,2020
791,11-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Mumbai Indians,Delhi Capitals,Bat,Group,162.0,4.0,166.0,5.0,Mumbai Indians,Wickets,5.0,Quinton de Kock,2020
792,12-10-2020,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,Group,194.0,2.0,112.0,9.0,Royal Challengers Bangalore,Runs,82.0,AB de Villiers,2020
793,13-10-2020,"Dubai International Cricket Stadium, Dubai",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,Group,167.0,6.0,147.0,8.0,Chennai Super Kings,Runs,20.0,Ravindra Jadeja,2020
794,14-10-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Rajasthan Royals,Delhi Capitals,Bat,Group,161.0,7.0,148.0,8.0,Delhi Capitals,Runs,13.0,Anrich Nortje,2020
795,15-10-2020,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Bat,Group,171.0,6.0,177.0,2.0,Kings XI Punjab,Wickets,8.0,K. L. Rahul,2020
796,16-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Bat,Group,148.0,5.0,149.0,2.0,Mumbai Indians,Wickets,8.0,Quinton de Kock,2020
797,17-10-2020,"Dubai International Cricket Stadium, Dubai",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,177.0,6.0,179.0,3.0,Royal Challengers Bangalore,Wickets,7.0,AB de Villiers,2020
798,17-10-2020,"Sharjah Cricket Stadium, Sharjah",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,Group,179.0,4.0,185.0,5.0,Delhi Capitals,Wickets,5.0,Shikhar Dhawan,2020
801,19-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,125.0,5.0,126.0,3.0,Rajasthan Royals,Wickets,7.0,Jos Buttler,2020
802,20-10-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Kings XI Punjab,Delhi Capitals,Bat,Group,164.0,5.0,167.0,5.0,Kings XI Punjab,Wickets,5.0,Shikhar Dhawan,2020
803,21-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Bat,Group,84.0,8.0,85.0,2.0,Royal Challengers Bangalore,Wickets,8.0,Mohammed Siraj,2020
804,22-10-2020,"Dubai International Cricket Stadium, Dubai",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,154.0,6.0,156.0,2.0,Sunrisers Hyderabad,Wickets,8.0,Manish Pandey,2020
805,23-10-2020,"Sharjah Cricket Stadium, Sharjah",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,114.0,9.0,116.0,0.0,Mumbai Indians,Wickets,10.0,Trent Boult,2020
806,24-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Group,194.0,6.0,135.0,9.0,Kolkata Knight Riders,Runs,59.0,Varun Chakravarthy,2020
807,24-10-2020,"Dubai International Cricket Stadium, Dubai",Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,126.0,7.0,114.0,10.0,Kings XI Punjab,Runs,12.0,Chris Jordan,2020
808,25-10-2020,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,145.0,6.0,150.0,2.0,Chennai Super Kings,Wickets,8.0,Ruturaj Gaikwad,2020
809,25-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,195.0,5.0,196.0,2.0,Rajasthan Royals,Wickets,8.0,Ben Stokes,2020
810,26-10-2020,"Sharjah Cricket Stadium, Sharjah",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,149.0,9.0,150.0,2.0,Kings XI Punjab,Wickets,8.0,Chris Gayle,2020
811,27-10-2020,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Group,219.0,2.0,131.0,10.0,Sunrisers Hyderabad,Runs,88.0,Wriddhiman Saha,2020
812,28-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,164.0,6.0,166.0,5.0,Mumbai Indians,Wickets,5.0,Suryakumar Yadav,2020
813,29-10-2020,"Dubai International Cricket Stadium, Dubai",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Group,172.0,5.0,178.0,4.0,Chennai Super Kings,Wickets,6.0,Ruturaj Gaikwad,2020
814,30-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,185.0,4.0,186.0,3.0,Rajasthan Royals,Wickets,7.0,Ben Stokes,2020
815,31-10-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Group,110.0,9.0,111.0,1.0,Mumbai Indians,Wickets,9.0,Ishan Kishan,2020
816,31-10-2020,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,120.0,7.0,121.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Sandeep Sharma,2020
817,01-11-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Field,Group,153.0,6.0,154.0,1.0,Chennai Super Kings,Wickets,9.0,Ruturaj Gaikwad,2020
818,01-11-2020,"Dubai International Cricket Stadium, Dubai",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,191.0,7.0,131.0,9.0,Kolkata Knight Riders,Runs,60.0,Pat Cummins,2020
819,02-11-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Field,Group,152.0,7.0,154.0,4.0,Delhi Capitals,Wickets,6.0,Anrich Nortje,2020
820,03-11-2020,"Sharjah Cricket Stadium, Sharjah",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,149.0,8.0,151.0,0.0,Sunrisers Hyderabad,Wickets,10.0,Shahbaz Nadeem,2020
821,05-11-2020,"Dubai International Cricket Stadium, Dubai",Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Playoff,200.0,5.0,143.0,8.0,Mumbai Indians,Runs,57.0,Jasprit Bumrah,2020
822,06-11-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Playoff,131.0,7.0,132.0,4.0,Sunrisers Hyderabad,Wickets,6.0,Kane Williamson,2020
823,08-11-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Bat,Playoff,189.0,3.0,172.0,8.0,Delhi Capitals,Runs,17.0,Marcus Stoinis,2020
