Match ID,Date,Venue,Team1,Team2,Toss winner,Toss decision,Stage,First innings score,First innings wicket,Second innings score,Second innings wicket,Match winner,Won by,Margin,Player of the match,year
453,22-05-2014,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Group,Field,195.0,4.0,165.0,5.0,Kolkata Knight Riders,Runs,30.0,Robin Uthappa,2014
454,22-05-2014,"JSCA International Cricket Stadium, Ranchi",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Group,Field,185.0,3.0,189.0,4.0,Sunrisers Hyderabad,Wickets,6.0,David Warner,2014
455,23-05-2014,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Group,Field,173.0,10.0,158.0,4.0,Mumbai Indians,Runs,15.0,Michael Hussey,2014
456,23-05-2014,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Group,Field,179.0,4.0,163.0,8.0,Kings XI Punjab,Runs,16.0,Shaun Marsh,2014
457,24-05-2014,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Group,Field,154.0,6.0,160.0,2.0,Chennai Super Kings,Wickets,8.0,Mahendra Singh Dhoni,2014
458,24-05-2014,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Group,Field,160.0,7.0,161.0,6.0,Kolkata Knight Riders,Wickets,4.0,Yusuf Pathan,2014
459,25-05-2014,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Group,Field,115.0,10.0,119.0,3.0,Kings XI Punjab,Wickets,7.0,Manan Vohra,2014
460,25-05-2014,"Wankhede Stadium, Mumbai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,Group,Field,189.0,4.0,195.0,5.0,Mumbai Indians,Wickets,5.0,Corey Anderson,2014
461,28-05-2014,"Eden Gardens, Kolkata",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Playoff,Field,163.0,8.0,135.0,8.0,Kolkata Knight Riders,Runs,28.0,Umesh Yadav,2014
462,28-05-2014,"Brabourne Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Playoff,Field,173.0,8.0,176.0,3.0,Chennai Super Kings,Wickets,7.0,Suresh Raina,2014
463,30-05-2014,"Wankhede Stadium, Mumbai",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Playoff,Field,226.0,6.0,202.0,7.0,Kings XI Punjab,Runs,24.0,Virender Sehwag,2014
464,01-06-2014,"M. Chinnaswamy Stadium, Bangalore",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Final,Field,199.0,4.0,200.0,7.0,Kolkata Knight Riders,Wickets,3.0,Manish Pandey,2014
465,08-04-2015,"Eden Gardens, Kolkata",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,168.0,3.0,170.0,3.0,Kolkata Knight Riders,Wickets,7.0,Morne Morkel,2015
466,09-04-2015,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,Field,Group,150.0,7.0,149.0,9.0,Chennai Super Kings,Run,1.0,Ashish Nehra,2015
467,10-04-2015,"MCA Stadium, Pune",Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,Field,Group,162.0,7.0,136.0,8.0,Rajasthan Royals,Runs,26.0,James Faulkner,2015
468,11-04-2015,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,Group,209.0,4.0,164.0,6.0,Chennai Super Kings,Runs,45.0,Brendon McCullum,2015
469,11-04-2015,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,177.0,6.0,179.0,7.0,Royal Challengers Bangalore,Wickets,3.0,Chris Gayle,2015
470,12-04-2015,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,Field,Group,184.0,3.0,186.0,7.0,Rajasthan Royals,Wickets,3.0,Deepak Hooda,2015
471,12-04-2015,"Wankhede Stadium, Mumbai",Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,177.0,5.0,159.0,7.0,Kings XI Punjab,Runs,18.0,George Bailey,2015+R469
472,13-04-2015,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,166.0,10.0,172.0,2.0,Sunrisers Hyderabad,Wickets,8.0,David Warner ,2015
473,14-04-2015,"Sardar Patel Stadium, Ahmedabad",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,164.0,5.0,165.0,3.0,Rajasthan Royals,Wickets,7.0,Steve Smith,2015
474,15-04-2015,"MCA Stadium, Pune",Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,Bat,Group,165.0,7.0,169.0,5.0,Delhi Daredevils,Wickets,5.0,Mayank Agarwal,2015
475,16-04-2015,"ACA-VDCA Stadium, Visakhapatnam",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field,Group,127.0,5.0,131.0,4.0,Rajasthan Royals,Wickets,6.0,Ajinkya Rahane,2015
476,17-04-2015,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Group,183.0,7.0,189.0,4.0,Chennai Super Kings,Wickets,6.0,Ashish Nehra,2015
477,18-04-2015,"ACA-VDCA Stadium, Visakhapatnam",Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,Bat,Group,167.0,4.0,163.0,8.0,Delhi Daredevils,Runs,4.0,JP Duminy,2015
478,18-04-2015,"MCA Stadium, Pune",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,155.0,9.0,159.0,6.0,Kolkata Knight Riders,Wickets,4.0,Andre Russell,2015
479,19-04-2015,"Sardar Patel Stadium, Ahmedabad",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,156.0,4.0,157.0,2.0,Rajasthan Royals,Wickets,8.0,Ajinkya Rahane,2015
480,19-04-2015,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,209.0,7.0,191.0,7.0,Mumbai Indians,Runs,18.0,Harbhajan Singh,2015
481,20-04-2015,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,146.0,8.0,147.0,4.0,Kolkata Knight Riders,Wickets,6.0,Umesh Yadav,2015
483,22-04-2015,"ACA-VDCA Stadium, Visakhapatnam",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,176.0,4.0,101.0,4.0,Sunrisers Hyderabad,Runs,16.0,David Warner ,2015
484,22-04-2015,"M. Chinnaswamy Stadium, Bangalore",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,181.0,8.0,154.0,8.0,Chennai Super Kings,Runs,27.0,Suresh Raina,2015
485,23-04-2015,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Mumbai Indians,Mumbai Indians,Field,Group,190.0,4.0,153.0,9.0,Delhi Daredevils,Runs,37.0,Shreyas Iyer,2015
486,24-04-2015,"Sardar Patel Stadium, Ahmedabad",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,130.0,9.0,134.0,1.0,Royal Challengers Bangalore,Wickets,9.0,Mitchell Starc,2015
487,25-04-2015,"Wankhede Stadium, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,157.0,8.0,137.0,8.0,Mumbai Indians,Runs,20.0,Lasith Malinga,2015
488,25-04-2015,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Bat,Group,192.0,3.0,95.0,9.0,Chennai Super Kings,Runs,97.0,Brendon McCullum,2015
490,26-04-2015,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,95.0,10.0,99.0,0.0,Royal Challengers Bangalore,Wickets,10.0,Varun Aaron,2015
491,27-04-2015,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Field,Group,150.0,6.0,130.0,9.0,Sunrisers Hyderabad,Runs,20.0,Trent Boult,2015
492,28-04-2015,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,134.0,6.0,132.0,9.0,Chennai Super Kings,Runs,2.0,Dwayne Bravo,2015
494,30-04-2015,"Eden Gardens, Kolkata",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,165.0,9.0,169.0,3.0,Kolkata Knight Riders,Wickets,7.0,Andre Russell,2015
495,01-05-2015,"Feroz Shah Kotla, Delhi",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,118.0,8.0,119.0,1.0,Delhi Daredevils,Wickets,9.0,Nathan Coulter-Nile,2015
496,01-05-2015,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,187.0,5.0,179.0,7.0,Mumbai Indians,Runs,8.0,Ambati Rayudu,2015
497,02-05-2015,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,111.0,4.0,115.0,3.0,Royal Challengers Bangalore,Wickets,7.0,Mandeep Singh,2015
498,02-05-2015,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Group,192.0,7.0,170.0,6.0,Sunrisers Hyderabad,Runs,22.0,David Warner ,2015
499,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,172.0,3.0,149.0,7.0,Mumbai Indians,Runs,23.0,Lendl Simmons,2015
500,03-05-2015,"Brabourne Stadium, Mumbai",Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,Field,Group,189.0,2.0,175.0,7.0,Rajasthan Royals,Runs,14.0,Ajinkya Rahane,2015
501,04-05-2015,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,148.0,9.0,124.0,10.0,Chennai Super Kings,Runs,24.0,Suresh Raina,2015
502,04-05-2015,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,167.0,7.0,132.0,9.0,Kolkata Knight Riders,Runs,35.0,Umesh Yadav,2015
503,05-05-2015,"Wankhede Stadium, Mumbai",Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Bat,Group,152.0,6.0,153.0,5.0,Mumbai Indians,Wickets,5.0,Harbhajan Singh,2015
504,06-05-2015,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,226.0,3.0,88.0,10.0,Royal Challengers Bangalore,Runs,138.0,Chris Gayle,2015
505,07-05-2015,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field,Group,201.0,4.0,194.0,7.0,Sunrisers Hyderabad,Runs,7.0,Eoin Morgan,2015
506,07-05-2015,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Bat,Group,171.0,7.0,158.0,6.0,Kolkata Knight Riders,Runs,13.0,Piyush Chawla,2015
507,08-05-2015,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Group,158.0,5.0,159.0,4.0,Mumbai Indians,Wickets,6.0,Hardik Pandya,2015
508,09-05-2015,"Eden Gardens, Kolkata",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Bat,Group,183.0,5.0,184.0,9.0,Kolkata Knight Riders,Wickets,1.0,Andre Russell,2015
509,09-05-2015,"Chhattisgarh International Cricket Stadium, Raipur",Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,Bat,Group,163.0,4.0,157.0,4.0,Sunrisers Hyderabad,Runs,6.0,Moises Henriques,2015
510,10-05-2015,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,Bat,Group,235.0,1.0,196.0,7.0,Royal Challengers Bangalore,Runs,39.0,AB de Villiers,2015
511,10-05-2015,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,157.0,5.0,145.0,9.0,Chennai Super Kings,Runs,12.0,Ravindra Jadeja,2015
512,11-05-2015,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,Bat,Group,185.0,5.0,180.0,7.0,Sunrisers Hyderabad,Runs,5.0,David Warner ,2015
513,12-05-2015,"Chhattisgarh International Cricket Stadium, Raipur",Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Bat,Group,119.0,6.0,120.0,4.0,Delhi Daredevils,Wickets,6.0,Zaheer Khan,2015
514,13-05-2015,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,106.0,6.0,84.0,6.0,Kings XI Punjab,Runs,22.0,Axar Patel,2015
515,14-05-2015,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,171.0,4.0,166.0,7.0,Mumbai Indians,Runs,5.0,Hardik Pandya,2015
516,15-05-2015,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Bat,Group,135.0,3.0,83.0,4.0,Royal Challengers Bangalore,Wickets,6.0,Virat Kohli,2015
517,16-05-2015,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Bat,Group,130.0,7.0,134.0,3.0,Chennai Super Kings,Wickets,7.0,Pawan Negi,2015
518,16-05-2015,"Brabourne Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Group,199.0,6.0,190.0,9.0,Rajasthan Royals,Runs,9.0,Shane Watson,2015
520,17-05-2015,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Bat,Group,113.0,10.0,114.0,1.0,Mumbai Indians,Wickets,9.0,Mitchell McClenaghan,2015
521,19-05-2015,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Playoff,187.0,6.0,162.0,10.0,Mumbai Indians,Runs,25.0,Kieron Pollard,2015
522,20-05-2015,"MCA Stadium, Pune",Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Bat,Playoff,180.0,4.0,109.0,10.0,Royal Challengers Bangalore,Runs,71.0,AB de Villiers,2015
523,22-05-2015,"JSCA International Cricket Stadium, Ranchi",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Playoff,139.0,8.0,140.0,7.0,Chennai Super Kings,Wickets,3.0,Ashish Nehra,2015
524,24-05-2015,"Eden Gardens, Kolkata",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Final,202.0,5.0,161.0,8.0,Mumbai Indians,Runs,41.0,Rohit Sharma,2015
525,09-04-2016,"Wankhede Stadium, Mumbai",Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,Bat,Group,121.0,8.0,126.0,1.0,Rising Pune Supergiants,Wickets,9.0,Ajinkya Rahane,2016
526,10-04-2016,"Eden Gardens, Kolkata",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,98.0,10.0,99.0,1.0,Kolkata Knight Riders,Wickets,9.0,Andre Russell,2016
527,11-04-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,Field,Group,161.0,6.0,162.0,5.0,Gujarat Lions,Wickets,5.0,Aaron Finch,2016
528,12-04-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,227.0,4.0,182.0,6.0,Royal Challengers Bangalore,Runs,45.0,AB de Villiers,2016
529,13-04-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,187.0,5.0,188.0,4.0,Mumbai Indians,Wickets,6.0,Rohit Sharma,2016
530,14-04-2016,"Saurashtra Cricket Association Stadium, Rajkot",Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,Bat,Group,163.0,5.0,164.0,3.0,Gujarat Lions,Wickets,7.0,Aaron Finch,2016
531,15-04-2016,"Feroz Shah Kotla, Delhi",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,111.0,9.0,113.0,2.0,Delhi Daredevils,Wickets,8.0,Amit Mishra,2016
532,16-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Group,142.0,7.0,146.0,2.0,Kolkata Knight Riders,Wickets,8.0,Gautam Gambhir,2016
533,16-04-2016,"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Lions,Gujarat Lions,Field,Group,143.0,8.0,147.0,7.0,Gujarat Lions,Wickets,3.0,Aaron Finch,2016
534,17-04-2016,"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,Bat,Group,152.0,7.0,153.0,4.0,Kings XI Punjab,Wickets,6.0,Manan Vohra,2016
535,17-04-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,Field,Group,191.0,5.0,192.0,3.0,Delhi Daredevils,Wickets,7.0,Quinton de Kock,2016
536,18-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,142.0,6.0,145.0,3.0,Sunrisers Hyderabad,Wickets,7.0,David Warner,2016
537,19-04-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,138.0,8.0,141.0,4.0,Kolkata Knight Riders,Wickets,6.0,Robin Uthappa,2016
538,20-04-2016,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,170.0,7.0,171.0,4.0,Mumbai Indians,Wickets,6.0,Rohit Sharma,2016
539,21-04-2016,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,135.0,8.0,137.0,0.0,Sunrisers Hyderabad,Wickets,10.0,Bhuvneshwar Kumar,2016
540,22-04-2016,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,185.0,3.0,172.0,8.0,Royal Challengers Bangalore,Runs,13.0,AB de Villiers,2016
541,23-04-2016,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Mumbai Indians,Mumbai Indians,Field,Group,164.0,4.0,154.0,7.0,Delhi Daredevils,Runs,10.0,Sanju Samson,2016
542,23-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,143.0,6.0,146.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Mustafizur Rahman,2016
543,24-04-2016,"Saurashtra Cricket Association Stadium, Rajkot",Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,Bat,Group,180.0,2.0,182.0,4.0,Gujarat Lions,Wickets,6.0,Virat Kohli,2016
544,24-04-2016,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,160.0,5.0,162.0,8.0,Kolkata Knight Riders,Wickets,2.0,Suryakumar Yadav,2016
545,25-04-2016,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,189.0,6.0,164.0,7.0,Mumbai Indians,Runs,25.0,Parthiv Patel,2016
546,26-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,118.0,8.0,94.0,3.0,Rising Pune Supergiants,Runs,34.0,Ashok Dinda,2016
547,27-04-2016,"Feroz Shah Kotla, Delhi",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,Field,Group,172.0,6.0,171.0,5.0,Gujarat Lions,Runs,1.0,Chris Morris,2016
548,28-04-2016,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,174.0,5.0,178.0,4.0,Mumbai Indians,Wickets,6.0,Rohit Sharma,2016
549,29-04-2016,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,Field,Group,195.0,3.0,196.0,7.0,Gujarat Lions,Wickets,3.0,Dwayne Smith,2016
550,30-04-2016,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,186.0,8.0,159.0,10.0,Delhi Daredevils,Runs,27.0,Carlos Brathwaite,2016
551,30-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,194.0,5.0,179.0,6.0,Sunrisers Hyderabad,Runs,15.0,David Warner,2016
552,01-05-2016,"Saurashtra Cricket Association Stadium, Rajkot",Kings XI Punjab,Gujarat Lions,Gujarat Lions,Field,Group,154.0,10.0,131.0,9.0,Kings XI Punjab,Runs,23.0,Axar Patel,2016
553,01-05-2016,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,Field,Group,159.0,5.0,161.0,2.0,Mumbai Indians,Wickets,8.0,Rohit Sharma,2016
554,02-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,185.0,7.0,189.0,5.0,Kolkata Knight Riders,Wickets,5.0,Andre Russell,2016
555,03-05-2016,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,Field,Group,149.0,7.0,150.0,2.0,Delhi Daredevils,Wickets,8.0,Rishabh Pant,2016
556,04-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,164.0,3.0,157.0,9.0,Kolkata Knight Riders,Runs,7.0,Andre Russell,2016
557,05-05-2016,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,162.0,7.0,166.0,3.0,Rising Pune Supergiants,Wickets,7.0,Ajinkya Rahane,2016
558,06-05-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,126.0,6.0,129.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Bhuvneshwar Kumar,2016
559,07-05-2016,"M. Chinnaswamy Stadium, Bangalore",Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,191.0,6.0,195.0,3.0,Royal Challengers Bangalore,Wickets,7.0,Virat Kohli,2016
560,07-05-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,181.0,5.0,172.0,5.0,Kings XI Punjab,Runs,9.0,Marcus Stoinis,2016
561,08-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Group,177.0,3.0,92.0,10.0,Sunrisers Hyderabad,Runs,85.0,Ashish Nehra,2016
562,08-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,Field,Group,158.0,4.0,164.0,5.0,Gujarat Lions,Wickets,5.0,Praveen Kumar,2016
563,09-05-2016,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,175.0,6.0,174.0,4.0,Royal Challengers Bangalore,Runs,1.0,Shane Watson,2016
564,10-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,Bat,Group,137.0,8.0,133.0,8.0,Sunrisers Hyderabad,Runs,4.0,Adam Zampa,2016
565,11-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,151.0,4.0,153.0,4.0,Mumbai Indians,Wickets,6.0,Krunal Pandya,2016
566,12-05-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,Field,Group,146.0,8.0,150.0,3.0,Delhi Daredevils,Wickets,7.0,Chris Morris,2016
567,13-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,124.0,9.0,127.0,3.0,Kings XI Punjab,Wickets,7.0,Marcus Stoinis,2016
568,14-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,Field,Group,248.0,3.0,104.0,10.0,Royal Challengers Bangalore,Runs,144.0,AB de Villiers,2016
569,14-05-2016,"Eden Gardens, Kolkata",Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,Bat,Group,103.0,6.0,66.0,2.0,Kolkata Knight Riders,Wickets,8.0,Yusuf Pathan,2016
570,15-05-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,Bat,Group,179.0,4.0,180.0,3.0,Sunrisers Hyderabad,Wickets,7.0,Hashim Amla,2016
571,15-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,206.0,4.0,126.0,10.0,Mumbai Indians,Runs,80.0,Krunal Pandya,2016
572,16-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,183.0,5.0,186.0,1.0,Royal Challengers Bangalore,Wickets,9.0,Virat Kohli,2016
573,17-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,121.0,6.0,76.0,1.0,Rising Pune Supergiants,Runs,19.0,Ashok Dinda,2016
574,18-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,211.0,3.0,120.0,9.0,Royal Challengers Bangalore,Runs,82.0,Virat Kohli,2016
575,19-05-2016,"Green Park Stadium, Kanpur",Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,Field,Group,124.0,8.0,125.0,4.0,Gujarat Lions,Wickets,6.0,Dwayne Smith,2016
576,20-05-2016,"Shaheed Veer Narayan Singh International Stadium, Raipur",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,Field,Group,158.0,7.0,161.0,4.0,Delhi Daredevils,Wickets,6.0,Karun Nair,2016
